listing_id,make,model_year,mileage_km,city,condition_grade,photos_count,days_on_platform,listed_month,sale_price_sar
L01564,Ford,2015,255700,Makkah,fair,5,86,2025-05,17500
L01565,Nissan,2013,216100,Jeddah,good,23,49,2024-02,16600
L01566,Chevrolet,2014,245800,Riyadh,good,19,71,2024-01,27500
L01567,Toyota,2015,222000,Riyadh,good,16,62,2025-09,13100
L01568,Toyota,2021,86900,Dammam,good,19,9,2025-06,38000
L01569,Lexus,2009,310800,Dammam,excellent,4,54,2025-04,29200
L01570,Toyota,2010,291600,Jeddah,good,24,83,2024-10,14300
L01571,Nissan,2008,381200,Madinah,good,13,16,2024-12,8000
L01572,Nissan,2021,113600,Makkah,good,6,69,2025-06,27100
L01573,Toyota,2013,251700,Madinah,fair,4,48,2024-02,21700
L01574,Mercedes,2012,220000,Dammam,good,23,16,2024-10,26600
L01575,Mercedes,2020,134900,Riyadh,good,23,79,2025-09,87300
L01576,Kia,2017,153600,Dammam,excellent,13,84,2024-12,22900
L01577,Toyota,2017,120700,Dammam,excellent,21,16,2024-08,26500
L01578,Toyota,2019,156200,Jeddah,fair,6,2,2025-06,29900
L01579,Toyota,2018,107600,Riyadh,excellent,3,36,2025-01,42900
L01580,Kia,2010,293500,Jeddah,good,4,73,2024-03,21700
L01581,Ford,2017,169500,Jeddah,fair,20,12,2024-12,20000
L01582,Nissan,2024,31300,Dammam,excellent,6,35,2024-12,86200
L01583,Mazda,2019,134800,Makkah,good,19,14,2024-09,26600
L01584,Chevrolet,2012,250600,Makkah,excellent,4,84,2025-05,15500
L01585,Hyundai,2009,245800,Dammam,fair,5,20,2025-01,13500
L01586,Mazda,2019,137900,Jeddah,good,20,51,2024-02,27600
L01587,BMW,2016,193400,Riyadh,fair,17,8,2024-11,73000
L01588,Toyota,2018,141500,Jeddah,good,16,6,2024-01,42700
L01589,Chevrolet,2024,39700,Makkah,excellent,23,32,2025-03,79800
L01590,BMW,2011,279000,Jeddah,excellent,6,35,2025-04,29000
L01591,Mercedes,2011,320100,Riyadh,excellent,10,13,2025-05,37400
L01592,Nissan,2012,294400,Jeddah,good,5,72,2025-10,10600
L01593,Toyota,2017,213700,Riyadh,good,7,12,2024-07,23700
L01594,Ford,2018,70800,Jeddah,good,5,70,2025-02,29500
L01595,Toyota,2009,324800,Riyadh,fair,21,45,2024-07,10700
L01596,Lexus,2023,48900,Makkah,good,3,80,2024-12,160600
L01597,Nissan,2024,28000,Riyadh,excellent,22,4,2024-06,60100
L01598,Chevrolet,2017,161100,Riyadh,good,20,69,2024-04,32200
L01599,Kia,2023,71400,Riyadh,good,19,23,2025-01,33400
L01600,Ford,2015,196700,Dammam,good,20,20,2024-12,15700
L01601,Ford,2012,323200,Jeddah,excellent,12,1,2024-01,9000
L01602,Kia,2008,299400,Riyadh,good,4,29,2024-06,8900
L01603,Nissan,2019,152700,Dammam,good,16,67,2024-06,31000
L01604,Toyota,2019,148900,Riyadh,fair,5,54,2024-09,34000
L01605,Mazda,2008,254000,Jeddah,good,22,82,2024-10,10500
L01606,Chevrolet,2020,79600,Madinah,good,20,88,2025-01,50500
L01607,Toyota,2018,169600,Dammam,fair,12,11,2024-08,21100
L01608,Hyundai,2010,300600,Riyadh,good,11,35,2024-05,8000
L01609,Toyota,2012,331400,Jeddah,good,19,5,2025-08,13500
L01610,Chevrolet,2011,283300,Riyadh,good,19,2,2024-12,14000
L01611,Lexus,2015,194400,Makkah,fair,16,71,2024-01,50500
L01612,Mazda,2021,97800,Dammam,good,13,82,2025-01,53900
L01613,Chevrolet,2011,285000,Jeddah,fair,21,67,2024-09,8900
L01614,Lexus,2023,47600,Jeddah,good,7,58,2025-07,204300
L01615,Toyota,2024,27500,Riyadh,good,16,56,2024-05,56500
L01616,Mazda,2008,306400,Riyadh,good,15,67,2025-09,8000
L01617,Toyota,2008,329200,Makkah,good,4,29,2025-08,8400
L01618,Mercedes,2018,152200,Riyadh,excellent,13,7,2025-05,83100
L01619,Hyundai,2017,186400,Riyadh,excellent,11,85,2025-04,25200
L01620,Hyundai,2014,251300,Jeddah,good,10,31,2024-07,29100
L01621,Lexus,2008,389400,Jeddah,fair,7,36,2025-09,23900
L01622,Chevrolet,2009,288300,Riyadh,excellent,10,43,2024-03,12900
L01623,Ford,2018,179300,Madinah,fair,7,16,2025-05,22400
L01624,Ford,2010,360200,Jeddah,good,22,28,2025-01,10600
L01625,Mazda,2012,266700,Riyadh,good,23,89,2024-01,24600
L01626,Hyundai,2024,48600,Jeddah,excellent,11,70,2025-05,40900
L01627,Ford,2014,224100,Makkah,good,24,33,2024-03,26600
L01628,Nissan,2019,129300,Makkah,good,5,62,2024-04,26400
L01629,Toyota,2010,281000,Riyadh,excellent,23,62,2024-11,14800
L01630,BMW,2023,61100,Riyadh,good,12,72,2025-03,157900
L01631,Toyota,2022,94300,Riyadh,good,9,9,2024-10,33000
L01632,Kia,2024,6500,Dammam,excellent,12,50,2025-03,78800
L01633,Hyundai,2008,327400,Jeddah,good,24,56,2025-03,8000
L01634,Toyota,2023,27700,Jeddah,excellent,22,81,2024-04,48100
L01635,Kia,2011,247600,Dammam,good,23,82,2025-04,16500
L01636,Mazda,2020,112600,Dammam,excellent,3,2,2024-06,44200
L01637,Hyundai,2018,158600,Madinah,fair,7,50,2025-01,24400
L01638,Hyundai,2024,26000,Makkah,excellent,21,77,2024-10,41400
L01639,Hyundai,2022,102900,Dammam,good,9,62,2025-10,83700
L01640,Hyundai,2023,41800,Riyadh,good,8,35,2024-11,60900
L01641,Toyota,2012,270500,Madinah,good,15,33,2024-06,17800
L01642,Hyundai,2025,12300,Jeddah,good,12,82,2025-02,44700
L01643,Mercedes,2010,278300,Riyadh,good,20,4,2024-06,28800
L01644,Nissan,2019,162600,Madinah,good,3,66,2025-09,26300
L01645,Toyota,2014,227600,Makkah,good,11,36,2024-05,24400
L01646,Nissan,2020,96900,Riyadh,excellent,23,21,2024-10,32700
L01647,Nissan,2015,195300,Riyadh,fair,11,64,2024-09,18200
L01648,Toyota,2019,120800,Dammam,good,14,71,2024-05,47300
L01649,Ford,2012,234300,Makkah,excellent,20,54,2025-05,22300
L01650,Toyota,2019,105800,Jeddah,excellent,22,58,2025-07,23200
L01651,Chevrolet,2023,53700,Riyadh,good,10,87,2025-10,83000
L01652,Toyota,2020,127800,Jeddah,excellent,20,84,2024-06,27000
L01653,Kia,2017,172400,Dammam,good,23,43,2025-10,37200
L01654,Toyota,2011,214200,Riyadh,excellent,8,81,2024-12,13800
L01655,Toyota,2024,52400,Madinah,excellent,23,52,2024-11,45900
L01656,Toyota,2022,79300,Riyadh,excellent,22,49,2024-08,41400
L01657,Toyota,2009,279700,Makkah,excellent,10,44,2024-08,17300
L01658,Toyota,2014,249300,Riyadh,good,22,13,2025-09,26500
L01659,Nissan,2008,334600,Madinah,good,20,59,2025-10,17300
L01660,Ford,2009,340600,Jeddah,good,23,17,2024-06,8000
L01661,Toyota,2025,27700,Riyadh,good,11,69,2025-04,163000
L01662,Nissan,2016,199800,Makkah,excellent,4,79,2024-11,14200
L01663,Ford,2015,262700,Dammam,good,8,48,2025-07,21900
L01664,Lexus,2022,60500,Riyadh,excellent,17,57,2025-03,140800
L01665,Hyundai,2020,135600,Riyadh,good,16,22,2025-06,36300
L01666,Mercedes,2010,352100,Dammam,excellent,13,43,2024-03,39100
L01667,Lexus,2017,196200,Makkah,excellent,5,77,2025-05,47700
L01668,Lexus,2018,155500,Dammam,good,5,54,2024-09,65100
L01669,Mercedes,2011,281000,Riyadh,excellent,4,51,2024-12,31400
L01670,Nissan,2025,7900,Riyadh,good,3,14,2025-09,69600
L01671,Mercedes,2019,66900,Riyadh,good,11,24,2025-08,84400
L01672,Toyota,2018,180500,Makkah,good,12,25,2025-10,48800
L01673,Mercedes,2022,43300,Riyadh,good,11,62,2024-08,198700
L01674,Mazda,2015,249300,Riyadh,good,3,57,2024-01,23200
L01675,Nissan,2022,101100,Dammam,fair,16,74,2024-10,65800
L01676,Toyota,2013,263300,Dammam,good,18,34,2024-09,19300
L01677,BMW,2015,240800,Dammam,excellent,18,68,2025-04,62200
L01678,Kia,2010,289000,Riyadh,fair,16,44,2024-03,18200
L01679,Mercedes,2020,140300,Riyadh,excellent,4,33,2025-06,64200
L01680,BMW,2012,263600,Makkah,good,15,62,2025-09,54500
L01681,Mercedes,2011,237300,Riyadh,good,16,33,2024-06,36700
L01682,Toyota,2022,72400,Madinah,fair,13,17,2024-01,37300
L01683,Toyota,2023,68100,Jeddah,excellent,8,67,2025-06,85400
L01684,Nissan,2011,322900,Jeddah,excellent,13,11,2024-11,17100
L01685,Toyota,2025,22100,Makkah,excellent,7,52,2024-04,60300
L01686,Ford,2021,119500,Dammam,good,19,1,2024-05,59700
L01687,Kia,2023,71500,Riyadh,good,3,63,2024-05,49100
L01688,Toyota,2022,69900,Makkah,excellent,7,12,2025-05,66800
L01689,Toyota,2021,115700,Riyadh,good,10,88,2025-06,58000
L01690,Lexus,2014,202900,Jeddah,good,22,31,2024-10,88000
L01691,Ford,2017,182600,Dammam,good,22,81,2024-03,36600
L01692,Ford,2018,112400,Makkah,good,21,5,2025-10,20000
L01693,Ford,2025,13600,Riyadh,good,11,4,2024-10,97000
L01694,Hyundai,2021,114000,Jeddah,fair,14,4,2025-06,103200
L01695,Chevrolet,2009,323100,Dammam,fair,13,22,2025-01,22500
L01696,Hyundai,2021,86800,Riyadh,excellent,22,86,2025-04,34800
L01697,Hyundai,2010,343800,Madinah,excellent,16,5,2025-10,13200
L01698,Toyota,2013,294400,Makkah,excellent,24,9,2025-05,15500
L01699,Mazda,2017,169000,Dammam,excellent,5,41,2024-10,30000
L01700,BMW,2020,136600,Riyadh,good,21,52,2024-01,112900
L01701,Nissan,2019,108100,Jeddah,excellent,8,22,2025-07,43100
L01702,Hyundai,2017,215000,Dammam,excellent,13,25,2025-07,21500
L01703,Ford,2008,279800,Riyadh,excellent,7,42,2024-01,8000
L01704,Toyota,2018,161500,Riyadh,good,5,75,2025-04,34300
L01705,Ford,2025,36400,Riyadh,excellent,14,56,2024-02,70000
L01706,Lexus,2016,199300,Riyadh,good,8,18,2025-01,61300
L01707,Toyota,2024,54100,Jeddah,good,23,83,2024-07,33300
L01708,Mercedes,2015,154600,Jeddah,excellent,24,43,2024-04,70100
L01709,Toyota,2016,191900,Riyadh,fair,22,49,2025-05,25100
L01710,Toyota,2009,262200,Madinah,good,14,37,2025-06,8000
L01711,Toyota,2020,138200,Jeddah,good,3,76,2025-07,27500
L01712,Ford,2018,143600,Dammam,excellent,8,38,2025-10,30000
L01713,Kia,2013,250600,Madinah,good,3,11,2024-12,9300
L01714,Toyota,2024,51800,Makkah,good,24,27,2024-09,65000
L01715,Lexus,2009,345400,Dammam,good,6,20,2025-08,37800
L01716,Toyota,2023,47300,Makkah,good,9,47,2025-09,86900
L01717,Ford,2023,54800,Riyadh,excellent,5,32,2024-11,50300
L01718,Toyota,2021,91300,Riyadh,good,23,16,2024-11,59900
L01719,Mercedes,2011,280400,Dammam,good,12,76,2024-11,63600
L01720,Toyota,2022,67800,Riyadh,excellent,10,11,2024-04,57400
L01721,Nissan,2010,301600,Madinah,good,24,66,2025-06,13100
L01722,Toyota,2023,43000,Dammam,excellent,10,84,2025-05,50600
L01723,Hyundai,2014,179900,Riyadh,fair,21,35,2024-12,8700
L01724,Ford,2025,12300,Makkah,fair,23,4,2025-04,79000
L01725,Chevrolet,2024,28700,Jeddah,fair,8,76,2024-07,89200
L01726,Kia,2009,352900,Makkah,fair,5,66,2024-06,9900
L01727,Nissan,2025,7400,Riyadh,good,19,58,2025-01,109400
L01728,Nissan,2008,361600,Jeddah,good,17,76,2024-10,8000
L01729,Toyota,2015,208000,Jeddah,excellent,18,43,2025-01,9400
L01730,Ford,2024,36000,Riyadh,good,17,34,2025-08,51500
L01731,Nissan,2015,211800,Dammam,good,4,14,2024-06,27000
L01732,Hyundai,2024,29200,Riyadh,excellent,13,29,2024-09,74200
L01733,Chevrolet,2022,68900,Riyadh,excellent,7,71,2025-03,43800
L01734,Nissan,2008,386700,Madinah,good,5,30,2025-07,8000
L01735,Toyota,2014,214200,Riyadh,good,3,64,2025-04,25900
L01736,Toyota,2024,49800,Dammam,fair,15,72,2025-02,38500
L01737,Lexus,2025,2800,Riyadh,excellent,15,62,2024-03,217600
L01738,Nissan,2011,272900,Riyadh,good,12,23,2024-11,16500
L01739,Hyundai,2011,307100,Riyadh,good,8,67,2025-05,10800
L01740,Toyota,2017,138900,Jeddah,good,23,56,2025-06,20800
L01741,Kia,2022,96400,Jeddah,excellent,4,13,2025-06,52600
L01742,Lexus,2022,62500,Riyadh,good,23,34,2024-08,113700
L01743,Toyota,2009,280500,Madinah,fair,7,82,2024-05,13200
L01744,Toyota,2013,231000,Jeddah,excellent,16,5,2025-06,19800
L01745,Nissan,2009,306700,Dammam,fair,24,10,2024-03,9800
L01746,Toyota,2021,103200,Dammam,excellent,17,77,2024-04,46000
L01747,Ford,2012,245900,Riyadh,good,18,14,2025-06,13100
L01748,Hyundai,2009,351800,Dammam,excellent,10,4,2025-07,8000
L01749,Toyota,2015,176800,Madinah,fair,12,35,2024-06,17200
L01750,Toyota,2015,200900,Riyadh,good,16,12,2024-10,20000
L01751,Toyota,2013,241900,Jeddah,good,15,20,2024-10,20400
L01752,Hyundai,2017,193700,Dammam,fair,6,1,2024-12,27400
L01753,Chevrolet,2012,219300,Madinah,good,9,57,2025-10,16900
L01754,Chevrolet,2024,35100,Riyadh,excellent,6,23,2024-01,81200
L01755,Chevrolet,2022,65500,Jeddah,good,12,48,2024-08,47200
L01756,Ford,2025,500,Riyadh,fair,15,85,2025-05,53400
L01757,Ford,2014,261100,Riyadh,good,21,51,2025-03,19900
L01758,Toyota,2015,214500,Riyadh,good,13,13,2024-10,16100
L01759,Kia,2010,333300,Jeddah,excellent,19,13,2024-02,8200
L01760,Nissan,2011,250800,Riyadh,good,21,79,2025-01,11300
L01761,Kia,2019,146800,Riyadh,fair,17,70,2025-04,31600
L01762,Nissan,2019,107800,Jeddah,fair,18,65,2025-04,26600
L01763,Kia,2020,121000,Madinah,good,21,29,2025-07,44500
L01764,Mercedes,2014,203700,Riyadh,good,20,71,2025-07,31400
L01765,Toyota,2010,324700,Jeddah,excellent,22,50,2024-12,13600
L01766,Kia,2014,196400,Riyadh,good,24,81,2025-02,23000
L01767,Nissan,2016,190400,Jeddah,excellent,4,49,2024-12,32800
L01768,Kia,2024,62400,Riyadh,fair,6,69,2024-03,88100
L01769,Toyota,2019,110700,Riyadh,good,24,32,2024-07,43500
L01770,Toyota,2008,377900,Riyadh,good,17,81,2024-05,13300
L01771,Nissan,2012,258400,Jeddah,fair,20,11,2024-09,16800
L01772,Ford,2023,67000,Riyadh,good,18,16,2024-03,34100
L01773,Nissan,2017,161000,Riyadh,good,3,46,2024-07,26100
L01774,Kia,2020,103200,Dammam,good,11,12,2024-11,34700
L01775,Mercedes,2014,266100,Riyadh,good,11,59,2024-10,46200
L01776,Chevrolet,2013,226200,Makkah,good,8,34,2024-11,13600
L01777,BMW,2008,315600,Riyadh,excellent,12,66,2025-09,25600
L01778,Mercedes,2016,200800,Riyadh,good,6,24,2024-09,108300
L01779,Toyota,2016,168300,Riyadh,good,23,42,2024-10,38500
L01780,Ford,2015,238000,Dammam,excellent,5,1,2024-09,19500
L01781,Toyota,2025,5800,Jeddah,excellent,12,51,2024-04,64500
L01782,Nissan,2020,135000,Jeddah,excellent,11,35,2025-02,43600
L01783,Ford,2022,64900,Jeddah,excellent,8,49,2025-06,35800
L01784,Hyundai,2025,18800,Jeddah,excellent,10,40,2024-04,80900
L01785,Toyota,2009,302400,Jeddah,good,16,0,2025-02,8300
L01786,Chevrolet,2018,150100,Madinah,fair,14,78,2025-04,47900
L01787,Toyota,2011,338400,Riyadh,good,24,45,2025-07,22300
L01788,BMW,2011,334400,Jeddah,fair,6,46,2025-09,63900
L01789,Chevrolet,2010,326700,Riyadh,excellent,7,9,2025-04,10900
L01790,Hyundai,2009,367800,Riyadh,good,17,70,2024-01,12000
L01791,Hyundai,2023,58800,Makkah,excellent,12,0,2024-08,64400
L01792,Toyota,2015,178700,Madinah,good,9,21,2024-05,15300
L01793,Ford,2025,16700,Jeddah,excellent,4,66,2025-10,96700
L01794,Hyundai,2009,360300,Riyadh,good,8,18,2025-07,8800
L01795,Hyundai,2024,39000,Dammam,fair,16,48,2024-10,55200
L01796,Nissan,2015,181100,Riyadh,good,10,71,2025-07,30400
L01797,Ford,2010,290800,Makkah,good,3,57,2025-05,11800
L01798,Mercedes,2023,47800,Riyadh,fair,13,77,2024-04,143300
L01799,Chevrolet,2008,379500,Jeddah,excellent,3,40,2024-08,8000
L01800,Toyota,2023,55100,Makkah,fair,18,61,2025-05,82500
L01801,Toyota,2015,254800,Madinah,good,16,29,2024-10,32600
L01802,Mercedes,2011,309300,Riyadh,excellent,9,82,2024-06,39200
L01803,Toyota,2012,234800,Jeddah,good,7,47,2024-05,10200
L01804,Nissan,2025,20300,Makkah,good,11,20,2024-02,46200
L01805,Nissan,2020,124800,Riyadh,good,12,2,2025-09,44500
L01806,Kia,2016,188600,Riyadh,good,18,71,2025-08,11800
L01807,Nissan,2024,19400,Riyadh,fair,13,27,2025-01,60200
L01808,Toyota,2020,124000,Jeddah,fair,10,47,2025-07,33200
L01809,Mazda,2009,320700,Jeddah,excellent,15,79,2024-07,9800
L01810,Nissan,2025,22700,Jeddah,good,21,60,2024-11,42500
L01811,Toyota,2011,236800,Makkah,fair,17,67,2024-05,8600
L01812,Toyota,2021,108200,Riyadh,good,22,74,2024-12,52100
L01813,Toyota,2009,302500,Dammam,fair,21,9,2025-07,9300
L01814,Hyundai,2025,17900,Riyadh,good,6,57,2025-03,136100
L01815,Ford,2011,313000,Dammam,excellent,21,7,2025-05,13400
L01816,BMW,2017,168300,Riyadh,excellent,22,79,2025-09,55600
L01817,Chevrolet,2017,134300,Riyadh,fair,17,39,2024-08,23100
L01818,Toyota,2016,199800,Jeddah,good,14,24,2025-08,36800
L01819,Kia,2021,98500,Riyadh,good,19,35,2024-01,56400
L01820,Mercedes,2013,240300,Riyadh,excellent,23,80,2025-10,77700
L01821,Hyundai,2011,368500,Jeddah,excellent,23,59,2025-02,17500
L01822,Hyundai,2013,243300,Jeddah,excellent,23,68,2025-04,13000
L01823,Chevrolet,2010,317300,Riyadh,fair,6,51,2024-06,13100
L01824,Kia,2018,184200,Makkah,excellent,9,74,2024-03,22300
L01825,Nissan,2023,64500,Riyadh,excellent,3,25,2025-07,72200
L01826,Hyundai,2013,233800,Jeddah,good,8,46,2025-08,23800
L01827,Nissan,2010,284200,Dammam,excellent,23,19,2025-08,13800
L01828,Toyota,2014,215400,Dammam,fair,7,48,2025-08,15100
L01829,Hyundai,2016,198200,Riyadh,excellent,3,21,2025-06,23500
L01830,Toyota,2023,49500,Riyadh,good,14,38,2025-03,54900
L01831,Hyundai,2021,106000,Riyadh,good,9,26,2024-12,38800
L01832,Nissan,2010,295000,Riyadh,good,10,7,2025-06,12900
L01833,Toyota,2024,39000,Dammam,good,6,29,2025-04,116400
L01834,Kia,2009,305500,Madinah,good,9,42,2025-03,8000
L01835,Lexus,2020,122500,Jeddah,fair,17,40,2024-08,126500
L01836,Toyota,2011,258200,Jeddah,fair,16,70,2025-03,13500
L01837,Nissan,2020,98100,Jeddah,good,22,87,2025-06,24200
L01838,Hyundai,2022,89900,Jeddah,good,4,56,2025-08,59200
L01839,Chevrolet,2009,387500,Jeddah,good,5,37,2025-02,8900
L01840,Toyota,2022,79900,Makkah,good,15,28,2025-10,99100
L01841,Toyota,2023,56900,Dammam,excellent,3,73,2025-01,69600
L01842,Toyota,2016,174500,Jeddah,excellent,12,35,2025-03,17700
L01843,Chevrolet,2009,281700,Riyadh,good,12,57,2025-01,20200
L01844,Mazda,2012,226100,Riyadh,good,8,68,2024-11,16500
L01845,Hyundai,2008,353200,Riyadh,fair,5,53,2024-04,8700
L01846,Toyota,2012,232400,Riyadh,good,20,58,2025-01,25000
L01847,Toyota,2022,91100,Jeddah,fair,18,65,2024-12,62400
L01848,Toyota,2022,67500,Dammam,excellent,17,36,2025-09,61300
L01849,Hyundai,2010,249000,Riyadh,excellent,18,15,2024-10,11100
L01850,Kia,2009,284700,Jeddah,excellent,9,86,2024-09,10600
L01851,Kia,2020,90600,Jeddah,excellent,3,24,2024-06,43600
L01852,Toyota,2012,246400,Madinah,fair,23,52,2024-12,21100
L01853,Kia,2024,32000,Riyadh,good,10,32,2024-08,57500
L01854,Toyota,2018,161500,Riyadh,good,20,53,2024-06,23400
L01855,Toyota,2008,333100,Madinah,excellent,19,15,2024-06,8000
L01856,Ford,2024,15300,Riyadh,excellent,8,24,2025-07,95500
L01857,Ford,2009,344800,Riyadh,good,24,12,2024-08,15300
L01858,Hyundai,2021,94800,Jeddah,good,20,2,2025-02,52300
L01859,Lexus,2019,179500,Dammam,excellent,24,83,2025-02,110300
L01860,Kia,2008,325300,Jeddah,good,9,82,2025-05,8000
L01861,Toyota,2019,120300,Riyadh,excellent,22,77,2025-09,53000
L01862,Chevrolet,2010,293100,Dammam,good,14,63,2025-08,8000
L01863,Ford,2015,203300,Jeddah,good,22,10,2024-05,21000
L01864,Nissan,2008,292100,Jeddah,excellent,18,55,2025-08,10600
L01865,Mazda,2022,81500,Makkah,excellent,20,71,2024-07,47700
L01866,Mercedes,2022,97000,Dammam,excellent,13,51,2025-05,184500
L01867,Nissan,2022,93300,Jeddah,excellent,4,74,2024-08,36000
L01868,Hyundai,2009,329900,Madinah,excellent,15,17,2025-07,11600
L01869,Nissan,2013,191700,Riyadh,good,21,17,2025-05,14000
L01870,Hyundai,2023,58400,Makkah,fair,4,76,2024-01,55800
L01871,Chevrolet,2013,287000,Riyadh,excellent,9,65,2024-06,14200
L01872,Nissan,2016,228400,Riyadh,excellent,12,12,2025-09,24900
L01873,Kia,2021,87700,Jeddah,good,10,13,2024-01,37400
L01874,Ford,2025,31100,Dammam,excellent,3,55,2025-03,42300
L01875,Ford,2016,177700,Riyadh,good,6,65,2025-03,26600
L01876,Toyota,2014,222500,Madinah,good,5,44,2025-08,13500
L01877,Ford,2015,229300,Jeddah,good,12,65,2025-02,19800
L01878,Lexus,2019,153800,Madinah,fair,8,10,2025-07,71900
L01879,Kia,2018,107900,Dammam,fair,15,64,2024-01,30600
L01880,Hyundai,2022,82600,Riyadh,fair,7,53,2024-04,45400
L01881,Kia,2012,269300,Dammam,good,23,44,2025-09,15000
L01882,Hyundai,2024,34500,Riyadh,fair,4,80,2024-05,90400
L01883,Nissan,2014,236000,Riyadh,good,13,12,2024-12,22600
L01884,Chevrolet,2013,205300,Jeddah,good,7,69,2024-06,29500
L01885,Ford,2008,340000,Riyadh,excellent,20,72,2025-10,14300
L01886,Nissan,2020,123800,Riyadh,excellent,7,19,2025-06,36300
L01887,Hyundai,2022,77200,Dammam,good,6,11,2025-04,38700
L01888,Toyota,2009,337800,Jeddah,fair,22,29,2025-08,8800
L01889,Nissan,2025,8500,Makkah,good,4,5,2024-01,75900
L01890,Chevrolet,2015,278000,Riyadh,good,10,8,2024-04,22200
L01891,Nissan,2016,224500,Jeddah,fair,6,42,2025-01,38100
L01892,Hyundai,2015,183200,Makkah,fair,19,72,2024-09,19000
L01893,Nissan,2015,204100,Makkah,good,3,47,2025-10,18300
L01894,Hyundai,2013,268100,Riyadh,good,16,89,2024-07,11800
L01895,BMW,2019,114900,Makkah,excellent,10,4,2024-01,119500
L01896,Mazda,2020,136000,Riyadh,good,16,17,2025-05,64700
L01897,Mercedes,2020,104000,Riyadh,good,10,55,2024-02,100800
L01898,Toyota,2013,293000,Riyadh,fair,8,35,2024-10,17300
L01899,Toyota,2025,500,Madinah,fair,21,41,2024-12,78300
L01900,Ford,2016,141800,Riyadh,good,6,45,2024-06,27700
L01901,Nissan,2012,268700,Riyadh,fair,8,37,2024-10,18700
L01902,Toyota,2023,71500,Madinah,excellent,6,0,2024-06,46100
L01903,Toyota,2018,127900,Jeddah,fair,10,44,2025-04,26900
L01904,Hyundai,2008,356600,Dammam,fair,9,89,2024-11,17700
L01905,Toyota,2022,72500,Riyadh,fair,13,59,2024-05,52800
L01906,Toyota,2024,33900,Riyadh,good,24,61,2025-01,76700
L01907,BMW,2014,204900,Dammam,good,18,70,2025-04,49300
L01908,Ford,2011,282100,Riyadh,excellent,18,11,2024-06,20800
L01909,Toyota,2022,60500,Jeddah,excellent,21,38,2024-12,51800
L01910,Ford,2022,66700,Riyadh,excellent,5,28,2024-08,60100
L01911,Hyundai,2025,30100,Riyadh,good,4,12,2024-01,79800
L01912,Toyota,2014,246300,Jeddah,good,3,82,2025-03,27400
L01913,Toyota,2013,314800,Madinah,good,19,86,2025-01,15300
L01914,Hyundai,2021,79200,Dammam,excellent,18,38,2024-08,30100
L01915,Chevrolet,2015,208800,Dammam,fair,3,65,2025-06,31500
L01916,BMW,2012,219600,Makkah,excellent,16,53,2024-08,33000
L01917,Mazda,2016,215400,Jeddah,good,18,83,2024-05,21500
L01918,Toyota,2024,64000,Makkah,fair,24,37,2024-09,45800
L01919,Nissan,2009,313600,Riyadh,fair,4,57,2024-07,10100
L01920,Hyundai,2013,316200,Madinah,good,23,56,2024-03,17100
L01921,Mazda,2019,136900,Riyadh,good,24,15,2024-08,29300
L01922,Nissan,2024,41100,Riyadh,excellent,15,23,2025-08,105600
L01923,Chevrolet,2012,269900,Riyadh,good,16,82,2024-11,14300
L01924,Hyundai,2016,139400,Jeddah,good,18,6,2024-12,24500
L01925,Toyota,2025,10700,Madinah,good,14,84,2025-06,57700
L01926,Ford,2010,319800,Jeddah,excellent,14,81,2024-05,11300
L01927,Nissan,2009,356900,Riyadh,good,5,66,2024-05,8000
L01928,Mercedes,2019,145100,Riyadh,excellent,14,37,2024-07,148800
L01929,Hyundai,2024,17700,Jeddah,good,16,75,2024-05,73200
L01930,Nissan,2012,258300,Dammam,fair,20,45,2024-03,12100
L01931,Mazda,2025,14400,Jeddah,excellent,20,38,2024-07,91000
L01932,Nissan,2018,143500,Madinah,fair,16,28,2024-06,37600
L01933,Hyundai,2019,127400,Riyadh,good,19,76,2024-09,50500
L01934,Toyota,2009,343400,Dammam,good,4,31,2024-09,11300
L01935,Toyota,2024,20300,Jeddah,good,17,32,2024-03,49800
L01936,Hyundai,2015,236500,Riyadh,excellent,11,27,2025-05,32300
L01937,BMW,2008,288800,Riyadh,excellent,20,57,2024-07,26000
L01938,Kia,2016,181300,Riyadh,excellent,8,40,2024-09,31400
L01939,Toyota,2018,155600,Dammam,fair,12,87,2024-05,42900
L01940,Hyundai,2023,38600,Jeddah,good,18,80,2024-09,85500
L01941,Toyota,2023,71200,Riyadh,good,21,14,2025-08,61400
L01942,Toyota,2012,278800,Riyadh,good,14,6,2024-04,14400
L01943,Nissan,2021,94200,Jeddah,good,24,45,2024-10,51200
L01944,Hyundai,2015,236300,Dammam,fair,12,46,2024-05,31400
L01945,Chevrolet,2014,209600,Makkah,good,23,30,2024-12,29800
L01946,Toyota,2013,259100,Riyadh,fair,11,5,2024-07,15600
L01947,Toyota,2020,110900,Madinah,good,24,83,2024-12,48400
L01948,Hyundai,2025,18400,Riyadh,excellent,6,11,2025-07,67600
L01949,Lexus,2010,319800,Madinah,fair,9,11,2024-03,17200
L01950,Toyota,2010,263100,Jeddah,good,7,79,2024-08,16800
L01951,Kia,2015,222600,Jeddah,good,18,72,2025-07,21100
L01952,Toyota,2020,98900,Dammam,good,20,0,2025-05,31900
L01953,BMW,2012,198700,Riyadh,good,15,11,2024-05,31100
L01954,Toyota,2011,225500,Riyadh,fair,13,75,2024-10,9100
L01955,Kia,2022,89900,Riyadh,good,12,60,2024-04,46500
