request_id,district,category,hour_of_day,day_of_week,month,is_ramadan,resolution_hours
R000534,district_16,encroachment,12,Sun,4,0,61.6
R000535,district_08,encroachment,18,Tue,1,1,4.3
R000536,district_03,encroachment,20,Fri,6,0,59.7
R000537,district_09,lighting,2,Tue,3,0,62.7
R000538,district_16,road_damage,10,Sun,12,0,52.3
R000539,district_11,encroachment,22,Thu,4,0,70.1
R000540,district_14,waste,0,Wed,2,0,72.2
R000541,district_10,road_damage,16,Wed,10,0,7.5
R000542,district_18,lighting,5,Thu,2,0,59.5
R000543,district_04,lighting,22,Thu,2,1,64.7
R000544,district_11,lighting,13,Tue,3,0,20.3
R000545,district_20,encroachment,21,Tue,2,0,43.8
R000546,district_06,lighting,10,Tue,7,0,34.2
R000547,district_15,encroachment,5,Fri,4,0,82.4
R000548,district_05,lighting,10,Wed,1,0,85.0
R000549,district_23,lighting,23,Thu,5,0,142.6
R000550,district_16,lighting,8,Sun,2,0,8.4
R000551,district_24,flooding,16,Mon,12,0,24.9
R000552,district_19,encroachment,17,Fri,11,0,17.6
R000553,district_12,encroachment,19,Thu,9,0,38.9
R000554,district_13,waste,4,Sat,3,0,50.3
R000555,district_04,flooding,9,Tue,8,0,90.1
R000556,district_24,road_damage,7,Sun,12,0,115.9
R000557,district_04,lighting,3,Wed,3,0,156.4
R000558,district_06,road_damage,10,Fri,4,0,4.3
R000559,district_01,lighting,9,Tue,11,1,85.2
R000560,district_03,lighting,22,Mon,8,0,34.8
R000561,district_16,waste,13,Sat,6,0,34.2
R000562,district_16,flooding,2,Tue,9,1,12.1
R000563,district_11,road_damage,19,Thu,5,0,30.1
R000564,district_16,flooding,9,Fri,12,0,30.1
R000565,district_13,road_damage,17,Sat,9,1,21.4
R000566,district_02,waste,14,Tue,9,0,6.0
R000567,district_05,road_damage,1,Fri,7,1,11.1
R000568,district_18,lighting,11,Tue,9,0,53.9
R000569,district_11,road_damage,18,Sat,5,0,44.4
R000570,district_16,lighting,3,Sun,10,1,41.3
R000571,district_12,road_damage,19,Tue,3,1,132.5
R000572,district_03,lighting,13,Fri,3,0,15.9
R000573,district_22,waste,9,Thu,1,1,36.5
R000574,district_06,waste,15,Wed,2,0,26.2
R000575,district_17,flooding,23,Sun,9,0,21.4
R000576,district_12,waste,20,Mon,2,1,42.0
R000577,district_07,road_damage,14,Sun,3,0,17.7
R000578,district_10,waste,15,Mon,10,0,117.5
R000579,district_11,encroachment,19,Thu,11,0,54.4
R000580,district_07,waste,13,Mon,8,0,16.4
R000581,district_13,road_damage,12,Mon,10,0,87.3
R000582,district_18,lighting,13,Mon,11,0,21.5
R000583,district_21,lighting,17,Thu,12,0,54.6
R000584,district_13,road_damage,11,Wed,8,0,26.6
R000585,district_06,lighting,5,Wed,3,1,33.3
R000586,district_19,lighting,2,Fri,8,0,76.5
R000587,district_15,road_damage,0,Wed,1,0,43.1
R000588,district_22,waste,20,Sun,1,1,20.9
R000589,district_04,waste,3,Mon,2,0,53.8
R000590,district_02,flooding,3,Fri,12,0,53.2
R000591,district_02,flooding,17,Wed,6,0,105.6
R000592,district_19,encroachment,8,Tue,8,1,8.3
R000593,district_08,waste,4,Fri,12,0,34.9
R000594,district_03,encroachment,17,Tue,10,0,16.5
R000595,district_06,waste,1,Fri,1,0,27.1
R000596,district_06,waste,5,Wed,2,0,62.9
R000597,district_02,road_damage,13,Wed,1,0,13.4
R000598,district_06,flooding,8,Thu,4,0,118.8
R000599,district_18,flooding,15,Thu,5,0,45.3
R000600,district_07,road_damage,1,Sun,12,0,66.7
R000601,district_14,waste,14,Tue,10,0,37.4
R000602,district_21,lighting,19,Tue,7,0,48.5
R000603,district_14,waste,6,Tue,9,1,21.3
R000604,district_10,lighting,21,Sat,12,0,35.3
R000605,district_07,waste,0,Thu,9,1,26.6
R000606,district_02,encroachment,13,Sun,1,0,141.6
R000607,district_04,road_damage,7,Mon,7,0,30.8
R000608,district_13,road_damage,8,Sun,12,0,48.8
R000609,district_22,encroachment,11,Fri,2,1,49.0
R000610,district_13,lighting,20,Sat,7,0,37.9
R000611,district_11,flooding,2,Wed,5,0,41.6
R000612,district_20,waste,7,Tue,5,0,57.1
R000613,district_04,road_damage,4,Sat,4,0,18.5
R000614,district_04,flooding,11,Sun,6,0,18.0
R000615,district_05,flooding,13,Sun,3,1,10.1
R000616,district_16,waste,2,Sat,6,0,50.6
R000617,district_01,road_damage,9,Tue,11,1,90.8
R000618,district_03,waste,13,Wed,1,0,10.0
R000619,district_16,lighting,20,Tue,7,0,66.8
R000620,district_23,road_damage,5,Thu,6,0,46.2
R000621,district_09,lighting,20,Sun,7,0,31.8
R000622,district_15,waste,10,Mon,3,0,116.3
R000623,district_03,road_damage,19,Fri,5,0,100.8
R000624,district_11,waste,16,Sun,3,0,25.0
R000625,district_03,waste,2,Mon,5,0,65.6
R000626,district_16,road_damage,15,Wed,10,0,156.9
R000627,district_06,road_damage,8,Fri,5,0,20.9
R000628,district_01,road_damage,4,Sat,4,0,50.2
R000629,district_12,waste,16,Fri,6,0,97.7
R000630,district_13,road_damage,5,Sat,9,0,58.5
R000631,district_03,road_damage,5,Fri,3,0,69.4
R000632,district_14,road_damage,1,Sat,4,0,21.8
R000633,district_12,waste,19,Fri,12,0,191.3
R000634,district_17,waste,23,Sat,7,0,42.2
R000635,district_20,waste,17,Fri,9,0,60.1
R000636,district_13,road_damage,23,Wed,5,0,27.2
R000637,district_01,flooding,21,Tue,12,1,84.8
R000638,district_03,flooding,20,Mon,10,0,62.9
R000639,district_07,lighting,1,Sat,12,0,46.3
R000640,district_15,lighting,18,Sat,3,0,45.4
R000641,district_20,road_damage,3,Wed,6,0,40.0
R000642,district_10,encroachment,14,Thu,1,0,84.4
R000643,district_14,waste,17,Tue,9,0,33.0
R000644,district_20,waste,9,Fri,1,0,63.4
R000645,district_22,road_damage,12,Mon,11,0,109.7
R000646,district_18,encroachment,8,Wed,6,0,54.8
R000647,district_15,lighting,22,Wed,7,0,29.9
R000648,district_10,road_damage,13,Wed,4,0,34.5
R000649,district_15,waste,1,Tue,6,0,16.8
R000650,district_08,waste,3,Mon,11,0,130.9
R000651,district_20,encroachment,2,Tue,3,0,47.3
R000652,district_02,lighting,8,Mon,12,0,29.6
R000653,district_15,road_damage,12,Thu,3,0,78.2
R000654,district_09,waste,19,Mon,7,0,18.1
R000655,district_17,lighting,16,Thu,3,0,64.6
R000656,district_18,waste,2,Thu,2,0,66.3
R000657,district_05,flooding,21,Tue,12,0,52.9
R000658,district_06,waste,13,Thu,8,0,34.9
R000659,district_08,waste,21,Sun,4,0,30.2
R000660,district_16,road_damage,10,Wed,1,0,9.5
R000661,district_16,road_damage,5,Fri,6,0,79.7
R000662,district_11,encroachment,15,Sat,10,1,43.0
R000663,district_02,lighting,5,Sat,7,0,42.9
R000664,district_15,encroachment,13,Thu,10,0,67.4
R000665,district_22,road_damage,6,Mon,10,0,51.2
R000666,district_02,waste,10,Sun,7,0,36.7
R000667,district_01,waste,11,Wed,8,0,26.4
R000668,district_10,waste,19,Tue,7,0,160.6
R000669,district_14,road_damage,11,Sat,9,1,31.0
R000670,district_23,encroachment,14,Thu,7,0,42.6
R000671,district_18,waste,10,Mon,3,0,21.1
R000672,district_19,road_damage,0,Thu,8,0,9.4
R000673,district_07,encroachment,22,Fri,12,0,59.2
R000674,district_20,road_damage,19,Thu,9,0,35.9
R000675,district_02,encroachment,21,Fri,6,0,31.0
R000676,district_21,road_damage,18,Fri,3,0,26.8
R000677,district_17,flooding,13,Mon,12,0,9.6
R000678,district_04,flooding,1,Sat,6,0,19.5
R000679,district_15,flooding,12,Fri,11,0,56.6
R000680,district_02,waste,19,Sat,4,0,51.6
R000681,district_17,lighting,15,Sat,2,0,43.4
R000682,district_24,road_damage,2,Mon,7,0,28.9
R000683,district_03,waste,16,Mon,8,0,50.0
R000684,district_19,waste,20,Wed,4,0,43.7
R000685,district_24,lighting,23,Sat,2,0,66.7
R000686,district_10,lighting,13,Tue,9,0,36.0
R000687,district_15,flooding,11,Sat,6,0,6.3
R000688,district_01,encroachment,4,Thu,7,0,84.3
R000689,district_07,encroachment,0,Tue,1,0,90.4
R000690,district_13,flooding,5,Tue,5,0,36.2
R000691,district_08,flooding,5,Sun,1,0,70.0
R000692,district_22,road_damage,9,Sat,10,0,33.7
R000693,district_08,waste,8,Fri,2,0,33.8
R000694,district_02,lighting,22,Fri,2,0,68.7
R000695,district_14,waste,10,Sat,6,0,27.3
R000696,district_24,road_damage,17,Tue,2,0,63.1
R000697,district_19,road_damage,2,Wed,12,0,28.2
R000698,district_04,road_damage,3,Tue,12,0,53.5
R000699,district_06,road_damage,2,Fri,5,0,43.3
R000700,district_12,lighting,9,Wed,11,0,25.9
R000701,district_21,waste,4,Sun,8,0,31.6
R000702,district_08,waste,13,Fri,2,0,58.1
R000703,district_09,waste,19,Wed,9,0,76.5
R000704,district_02,lighting,9,Sun,3,0,25.8
R000705,district_16,waste,13,Thu,4,0,25.2
R000706,district_13,waste,17,Thu,10,0,48.0
R000707,district_02,waste,19,Mon,11,0,36.9
R000708,district_14,waste,13,Sun,5,0,68.2
R000709,district_19,road_damage,13,Fri,4,0,17.5
R000710,district_11,road_damage,22,Wed,11,0,95.0
R000711,district_02,waste,23,Sun,12,0,66.1
R000712,district_21,waste,2,Fri,9,0,77.7
R000713,district_23,road_damage,8,Mon,5,0,87.4
R000714,district_10,encroachment,17,Sun,12,0,56.6
R000715,district_05,lighting,7,Fri,11,0,75.3
R000716,district_07,flooding,16,Sun,12,0,37.1
R000717,district_24,lighting,4,Sun,1,0,91.1
R000718,district_11,encroachment,18,Tue,2,0,44.9
R000719,district_02,lighting,10,Sat,3,1,38.3
R000720,district_16,road_damage,8,Fri,3,0,73.6
R000721,district_23,lighting,6,Sun,1,0,48.8
R000722,district_18,road_damage,0,Tue,11,1,10.0
R000723,district_20,lighting,3,Thu,3,1,37.6
R000724,district_19,lighting,23,Thu,7,0,125.7
R000725,district_02,waste,7,Sun,3,0,31.5
R000726,district_08,lighting,17,Sat,2,0,72.6
R000727,district_11,waste,17,Sun,3,0,41.5
R000728,district_09,road_damage,11,Tue,5,0,70.1
R000729,district_02,waste,13,Mon,2,0,75.0
R000730,district_08,road_damage,23,Sun,3,0,93.5
R000731,district_12,road_damage,16,Tue,9,1,12.3
R000732,district_22,road_damage,7,Tue,11,0,71.3
R000733,district_10,flooding,12,Fri,9,0,59.4
R000734,district_07,road_damage,4,Thu,3,0,20.4
R000735,district_08,lighting,15,Mon,3,0,38.3
R000736,district_21,waste,10,Mon,9,0,30.3
R000737,district_06,encroachment,20,Tue,7,0,139.1
R000738,district_12,road_damage,4,Thu,8,0,59.5
R000739,district_16,road_damage,13,Thu,9,0,10.3
R000740,district_08,waste,4,Sat,5,0,30.3
R000741,district_02,road_damage,0,Sun,5,0,36.0
R000742,district_18,road_damage,19,Sat,12,0,120.2
R000743,district_17,waste,15,Sun,7,0,90.6
R000744,district_16,road_damage,23,Sat,5,0,18.1
R000745,district_18,waste,0,Tue,3,0,43.4
R000746,district_07,waste,0,Wed,10,0,78.7
R000747,district_01,lighting,8,Tue,7,0,98.9
R000748,district_09,encroachment,14,Tue,6,0,90.0
R000749,district_08,waste,10,Sat,3,0,92.2
R000750,district_10,waste,2,Mon,1,0,91.1
R000751,district_17,waste,1,Sat,6,0,27.5
R000752,district_06,waste,23,Fri,8,0,18.9
R000753,district_01,road_damage,15,Mon,3,0,15.1
R000754,district_13,road_damage,18,Mon,8,0,60.5
R000755,district_17,flooding,11,Thu,7,0,113.7
R000756,district_08,waste,9,Wed,3,0,52.1
R000757,district_07,waste,3,Wed,2,0,76.6
R000758,district_20,waste,13,Sat,12,0,162.5
R000759,district_02,road_damage,0,Mon,2,0,70.9
R000760,district_02,road_damage,22,Sun,10,0,26.6
R000761,district_20,flooding,8,Sat,12,0,3.5
R000762,district_05,road_damage,17,Sat,4,0,66.2
R000763,district_20,road_damage,5,Wed,5,0,24.6
R000764,district_10,waste,3,Wed,5,0,23.3
R000765,district_15,encroachment,11,Mon,9,0,19.7
R000766,district_02,lighting,1,Sat,1,0,60.9
R000767,district_21,road_damage,10,Sun,8,0,81.8
R000768,district_18,road_damage,11,Sat,11,0,2.6
R000769,district_10,flooding,10,Tue,4,0,4.6
R000770,district_07,lighting,14,Mon,4,0,38.0
R000771,district_24,lighting,20,Wed,1,1,48.2
R000772,district_06,waste,23,Wed,9,0,43.1
R000773,district_24,road_damage,0,Wed,3,0,45.6
R000774,district_11,waste,6,Wed,6,0,60.6
R000775,district_20,waste,1,Thu,3,0,120.8
R000776,district_11,encroachment,1,Fri,7,0,56.8
R000777,district_10,flooding,12,Fri,3,0,93.0
R000778,district_03,encroachment,2,Sun,6,0,25.5
R000779,district_01,road_damage,7,Fri,1,0,94.1
R000780,district_03,waste,8,Sat,8,0,30.9
R000781,district_10,lighting,19,Sat,7,0,48.0
R000782,district_14,lighting,9,Fri,8,0,59.1
R000783,district_16,waste,14,Mon,5,1,191.4
R000784,district_17,waste,22,Sun,6,0,29.1
R000785,district_19,lighting,6,Fri,5,0,68.2
R000786,district_11,waste,12,Wed,12,0,22.1
R000787,district_20,encroachment,20,Sat,12,0,17.4
R000788,district_08,flooding,17,Sun,11,0,76.1
R000789,district_19,road_damage,18,Sun,6,0,76.2
R000790,district_05,lighting,19,Thu,1,1,54.8
R000791,district_07,flooding,8,Mon,1,0,78.9
R000792,district_20,lighting,0,Thu,1,0,39.5
R000793,district_11,waste,13,Sun,11,0,66.1
R000794,district_16,waste,16,Thu,6,0,24.5
R000795,district_17,waste,12,Mon,4,1,21.4
R000796,district_10,flooding,12,Mon,11,0,41.7
R000797,district_14,waste,4,Mon,12,0,41.4
R000798,district_04,lighting,13,Thu,11,0,12.8
R000799,district_12,road_damage,12,Mon,12,0,105.3
R000800,district_13,waste,11,Sun,11,0,32.0
R000801,district_17,waste,23,Wed,3,0,19.7
R000802,district_22,flooding,7,Wed,2,0,66.1
R000803,district_14,road_damage,5,Thu,9,0,69.0
R000804,district_14,encroachment,6,Mon,11,0,125.9
R000805,district_18,waste,16,Thu,12,1,55.4
R000806,district_04,waste,12,Wed,9,0,77.0
R000807,district_18,road_damage,8,Sat,9,0,26.8
R000808,district_10,flooding,21,Thu,4,0,84.8
R000809,district_06,waste,2,Mon,12,0,17.6
R000810,district_21,flooding,15,Sun,7,0,42.2
R000811,district_05,waste,3,Wed,9,0,64.2
R000812,district_08,encroachment,1,Sat,10,0,26.5
R000813,district_16,road_damage,17,Thu,12,0,55.5
R000814,district_05,flooding,7,Sat,12,0,9.5
R000815,district_18,encroachment,10,Sat,5,0,32.0
R000816,district_14,road_damage,9,Sun,3,0,56.6
R000817,district_19,lighting,4,Wed,5,0,29.7
R000818,district_11,road_damage,9,Wed,7,0,38.1
R000819,district_22,lighting,3,Tue,12,0,53.2
R000820,district_22,flooding,15,Wed,7,0,41.8
R000821,district_05,flooding,12,Thu,6,0,23.2
R000822,district_15,waste,7,Fri,9,0,9.4
R000823,district_16,road_damage,19,Thu,4,0,90.0
R000824,district_05,flooding,5,Thu,5,0,39.8
R000825,district_12,flooding,6,Wed,5,0,12.3
R000826,district_08,road_damage,7,Sun,6,0,133.3
R000827,district_08,flooding,21,Sun,9,0,14.6
R000828,district_10,waste,14,Sun,12,0,68.2
R000829,district_03,waste,5,Wed,11,0,37.3
R000830,district_07,encroachment,7,Sat,12,1,45.7
R000831,district_02,waste,4,Thu,12,0,24.4
R000832,district_12,road_damage,17,Mon,1,0,55.1
R000833,district_23,lighting,12,Thu,7,0,31.9
R000834,district_16,encroachment,13,Sat,1,0,27.0
R000835,district_15,lighting,5,Sat,7,0,175.5
R000836,district_02,waste,16,Fri,3,0,88.8
R000837,district_19,road_damage,0,Sat,6,0,13.9
R000838,district_12,encroachment,19,Fri,12,1,94.4
R000839,district_01,waste,8,Sat,7,0,32.9
R000840,district_21,waste,13,Mon,6,0,17.1
R000841,district_15,road_damage,4,Sun,1,0,38.3
R000842,district_11,road_damage,18,Sat,5,0,21.3
R000843,district_16,lighting,19,Fri,10,0,66.2
R000844,district_11,road_damage,15,Mon,4,0,17.3
R000845,district_20,waste,13,Thu,10,0,53.0
R000846,district_18,road_damage,11,Wed,2,0,32.9
R000847,district_15,waste,22,Thu,10,0,6.6
R000848,district_24,waste,3,Thu,1,1,30.4
R000849,district_12,waste,8,Tue,7,0,56.2
R000850,district_13,waste,19,Thu,11,1,5.4
R000851,district_22,waste,1,Sun,5,1,54.9
R000852,district_01,waste,3,Mon,7,0,46.5
R000853,district_10,waste,6,Wed,11,0,66.2
R000854,district_17,encroachment,2,Fri,10,0,74.8
R000855,district_05,road_damage,11,Sat,12,0,38.8
R000856,district_18,flooding,16,Tue,12,0,21.9
R000857,district_06,road_damage,9,Mon,6,0,25.8
R000858,district_14,encroachment,4,Wed,4,0,48.8
R000859,district_17,lighting,14,Fri,3,0,76.0
R000860,district_09,lighting,13,Thu,7,0,32.2
R000861,district_21,waste,10,Sat,6,0,84.6
R000862,district_18,road_damage,19,Mon,5,0,32.6
R000863,district_20,road_damage,4,Fri,3,0,21.9
R000864,district_05,flooding,5,Tue,5,0,57.1
R000865,district_19,road_damage,10,Sat,5,0,25.6
R000866,district_01,encroachment,16,Tue,11,0,5.8
R000867,district_22,road_damage,15,Sun,7,0,49.9
R000868,district_05,waste,7,Sun,11,0,7.3
R000869,district_12,flooding,17,Sun,6,0,35.2
R000870,district_20,encroachment,18,Thu,6,1,77.6
R000871,district_15,encroachment,12,Sun,7,1,9.9
R000872,district_08,flooding,9,Sat,10,1,60.4
R000873,district_14,road_damage,21,Mon,4,0,23.6
R000874,district_17,road_damage,8,Tue,5,0,199.4
R000875,district_24,road_damage,17,Wed,1,0,77.7
R000876,district_11,road_damage,8,Fri,6,1,66.5
R000877,district_18,road_damage,16,Sun,9,0,31.4
R000878,district_09,road_damage,10,Tue,3,0,30.7
R000879,district_19,road_damage,16,Sat,7,0,66.1
R000880,district_07,encroachment,4,Tue,1,0,66.6
R000881,district_18,waste,10,Sat,3,0,26.5
R000882,district_10,flooding,11,Tue,1,0,15.2
R000883,district_09,waste,4,Thu,4,0,20.5
R000884,district_09,road_damage,13,Sat,6,0,100.9
R000885,district_10,flooding,0,Fri,2,1,62.7
R000886,district_05,lighting,14,Thu,8,0,126.9
R000887,district_08,waste,22,Tue,3,0,23.7
R000888,district_12,flooding,21,Wed,6,0,35.6
R000889,district_08,road_damage,3,Sun,12,0,55.6
R000890,district_11,road_damage,3,Sat,7,0,33.6
R000891,district_19,waste,14,Sat,12,1,47.6
R000892,district_22,encroachment,12,Sun,3,0,69.3
R000893,district_09,waste,14,Sun,7,0,36.4
R000894,district_18,road_damage,7,Fri,8,0,42.8
R000895,district_16,flooding,5,Thu,11,0,36.4
R000896,district_23,flooding,14,Sat,6,0,23.3
R000897,district_20,waste,6,Sat,12,0,10.3
R000898,district_09,lighting,21,Mon,5,0,33.8
R000899,district_17,road_damage,2,Mon,6,1,27.1
R000900,district_04,waste,5,Wed,4,0,14.9
R000901,district_09,lighting,0,Sat,5,0,45.5
R000902,district_10,waste,4,Sun,12,0,81.8
R000903,district_16,waste,18,Fri,1,0,78.8
R000904,district_15,lighting,5,Sat,10,0,223.0
R000905,district_13,waste,8,Mon,6,0,99.1
R000906,district_23,lighting,17,Sun,5,0,35.1
R000907,district_02,waste,16,Sat,6,0,104.0
R000908,district_12,waste,2,Tue,1,0,52.4
R000909,district_20,waste,22,Tue,4,0,126.0
R000910,district_16,lighting,19,Wed,10,0,15.5
R000911,district_22,encroachment,7,Tue,2,0,27.9
R000912,district_04,lighting,2,Sat,10,0,17.1
R000913,district_22,waste,11,Thu,6,0,21.3
R000914,district_05,waste,3,Tue,5,0,85.7
R000915,district_20,waste,3,Wed,2,0,19.8
R000916,district_14,waste,22,Mon,10,0,56.6
R000917,district_21,encroachment,16,Sun,7,0,33.9
R000918,district_16,road_damage,1,Sun,8,0,70.1
R000919,district_07,flooding,3,Mon,1,0,9.1
R000920,district_20,lighting,0,Mon,12,0,56.1
R000921,district_18,waste,23,Tue,10,0,49.4
R000922,district_04,waste,20,Sat,6,0,65.9
R000923,district_02,lighting,7,Thu,12,0,69.5
R000924,district_11,flooding,10,Thu,4,0,29.2
R000925,district_19,waste,6,Fri,7,0,26.4
R000926,district_14,waste,12,Tue,6,0,56.1
R000927,district_13,flooding,22,Thu,7,0,44.2
R000928,district_20,flooding,11,Thu,7,0,28.4
R000929,district_07,encroachment,23,Thu,5,0,12.9
R000930,district_14,waste,22,Sun,6,0,94.3
R000931,district_23,lighting,0,Sun,7,0,97.9
R000932,district_16,lighting,8,Wed,7,0,58.6
R000933,district_02,encroachment,21,Mon,6,0,28.2
R000934,district_04,lighting,8,Fri,1,1,45.5
R000935,district_14,encroachment,1,Thu,12,0,36.7
R000936,district_11,waste,19,Sat,6,0,39.6
R000937,district_05,lighting,15,Mon,5,0,15.5
R000938,district_09,road_damage,10,Wed,11,0,136.0
R000939,district_11,waste,17,Wed,11,0,227.2
R000940,district_19,encroachment,23,Mon,4,0,98.6
R000941,district_13,road_damage,22,Wed,3,0,145.7
R000942,district_23,waste,6,Tue,2,0,126.3
R000943,district_22,waste,9,Sun,11,0,78.6
R000944,district_03,road_damage,17,Sun,12,0,152.1
R000945,district_02,road_damage,4,Tue,11,0,44.3
R000946,district_12,road_damage,7,Wed,11,0,130.9
R000947,district_24,lighting,10,Wed,7,0,23.5
R000948,district_23,lighting,23,Wed,2,0,49.1
R000949,district_06,waste,18,Sat,8,0,32.7
R000950,district_23,lighting,16,Thu,12,0,78.2
R000951,district_01,road_damage,10,Sun,2,0,17.5
R000952,district_04,lighting,13,Tue,6,0,34.4
R000953,district_18,lighting,18,Mon,5,0,35.5
R000954,district_10,encroachment,7,Thu,11,0,45.9
R000955,district_23,road_damage,10,Fri,8,0,15.8
R000956,district_19,waste,13,Sun,10,0,82.7
R000957,district_12,encroachment,15,Tue,1,0,45.5
R000958,district_12,waste,2,Thu,8,0,29.6
R000959,district_22,lighting,11,Sun,9,0,97.7
R000960,district_09,waste,9,Wed,5,0,35.2
R000961,district_18,road_damage,16,Wed,2,1,23.7
R000962,district_04,waste,6,Fri,6,0,113.1
R000963,district_14,road_damage,10,Wed,3,0,91.8
R000964,district_06,road_damage,12,Thu,12,0,11.3
R000965,district_14,lighting,10,Mon,1,0,49.9
R000966,district_18,lighting,9,Sun,11,0,16.6
R000967,district_20,encroachment,22,Sat,5,0,13.9
R000968,district_19,waste,12,Sat,10,0,16.8
R000969,district_10,flooding,20,Fri,11,0,118.2
R000970,district_22,waste,23,Tue,12,0,19.6
R000971,district_22,encroachment,14,Sat,8,0,15.1
R000972,district_11,flooding,12,Thu,9,0,65.4
R000973,district_13,waste,3,Sun,7,0,7.2
R000974,district_12,waste,17,Sun,11,0,51.4
R000975,district_21,encroachment,1,Sat,4,0,86.4
R000976,district_11,lighting,12,Mon,6,0,94.7
R000977,district_03,lighting,18,Fri,4,1,57.0
R000978,district_05,road_damage,8,Thu,11,0,64.4
R000979,district_03,lighting,17,Sun,2,0,4.0
R000980,district_01,flooding,5,Sat,5,0,115.8
R000981,district_15,road_damage,23,Fri,10,0,20.5
R000982,district_09,waste,14,Fri,10,0,214.1
R000983,district_05,lighting,1,Tue,10,0,15.6
R000984,district_02,lighting,0,Tue,7,1,60.7
R000985,district_18,road_damage,23,Wed,9,0,56.5
R000986,district_07,waste,1,Wed,9,0,8.0
R000987,district_16,waste,13,Sun,8,0,91.7
R000988,district_03,waste,4,Thu,7,0,41.3
R000989,district_17,waste,14,Tue,12,0,85.0
R000990,district_09,lighting,5,Fri,8,0,13.8
R000991,district_03,lighting,23,Sat,7,0,41.4
R000992,district_22,road_damage,15,Sun,4,0,104.3
R000993,district_08,waste,23,Mon,6,0,19.1
